content,score
"Loading skrg lama banget setelah update, tolong diperbaiki developers, kalau gini lama lama banyak yang pensiun dari game ini. Mohon perhatiannya terimakasih",1
"Banyak bug setlah update terbaru,",5
Bug bug bug,1
"optimize for smoother game , thank you",5
"Ah dev paling gajelas lepas aja ini level infinite malu""in tencent aja, yng nanggapi kritik dan saran di ps aja Bot, produk gagal!",1
Iyeet,1
Update 1.35 tapi kuota 5Gb habis di sedot ...an*ing,1
Bagus baget dari lv1 gak kerasa lv30 Edit: tambahin among us karakter jadi makhluk terkuat se chimeraland,5
Setelah update tambah lag dam cheat,1
"Dev.. kok habis update ga bisa main, ini kenapa ya bug kah atau gimana ya. Mohon di perbaiki. Aku kasih bintang 3 dulu.",3
"Untuk developer, ni ya game yg bagus cuma update kok kek install ulang, udah gitu masih donwload lagi di game, buat apa size gede/bnyak tapi game masih bnayk bug. Saya udah nyaman mainin game ini sebelumnya, cuma setelah update 1.0.8 bikin saya sedikit kecewa. Tolong perbaiki bug size yg ber gb-gb ini. Makasih sebelumnya.",1
Bug trus bug dan bug,5
"Bingung, laper, aktivitas apapun pasti naik exp. Bukan ke skill. Pusing.",5
New update 26-05-2022 Very Bad so much BUG Please Repair,1
"Versi PC lebih baik daripada Versi Android hanya saja versi PC terlalu lama dalam memproses Loading. dan juga tidak ada kejelasan soal drop rate item dari daily. 10% tapi terasa seperti 0,13% sangat tidak nyaman",1
"Aduh sy agak kecewa sih,soal update ini...luar dalam dowload semua...total 12 gb lebih...kok bs bgini y?...",1
Chimeraland abis di apded makin gak jelas ngelek parah,1
Fix bug after teleport on pillar lagging and boss totem boss enemy is gone under earth fix brow,5
"Semakin Berat Banyak Bug,Maen Di Hp Bagus Percuma Sama Aja",1
Tidak bisa log in dengan Facebook akun untuk perangkat handphone,5
"Sorry, I need to reduce my stars after last update. THere are so many bugs in game. Loading screen be more delayed and sometimes lagging when we want to teleport somewhere. The size of game is bigger but the update like nothing change at all. And also there are some cheaters in game, especially Chinese player, please check it!!. Hope the developer will fix it soon and take action to against cheaters. And the last, many players are bored with this game since the event are not interesting.",3
Gameplay nya mantap,5
Perfect game...,5
Game yang bagus apa lagi udah update kayak nya makin keren,5
Game nya unik dan kren,5
"Game yg benar"" Open world, keren banget bahkan bs main di PC",5
Gamenya bagus,5
saya mau protes kenapa pas saya download itu malah gak bisa apa ini Karana aku handphone kenatang,1
👻,5
🥰🥰🥰🥰🥰,5
tolong di tambah bahasa indonesia dong.,5
"Update tanggal 26 Mei tambah parah, malah banyak bug, dan tambah ngelag gamenya",1
"Gamenya bagus tapi Setelah update yg baru ini terasa lebih berat dan lag. .padahal PING dan koneksi bagus hijau 2digit . .dan konsumsi data yg tersimpan setelah update kali ini benar-benar terlalu banyak, alih-alih membuat game makin lancar namun ternyata sebaliknya . . Mohon tolong perbaiki masalah ini",3
Tambahin bahasa Indonesia plis,5
"Saya sangat menyukai game ini, untuk keluhan rasanya sudah diwakilkan player lain. tentu developer sudah mengecek setelah dilakukan update, saran saya tolong konfirmasi secepatnya kalo ada kegagalan sistem atau problem setiap selesai update, jadi bisa mengurangi respon buruk dari player, Itu saja, terimakasih",5
"Size game setelah update dari 7gb mendadak jadi 12gb device saya mendadak menjadi frame berat ketika memainkan game ini, uninstall",1
"Mencari bahan sangat sulit, ratenya sangat kecil meskipun level life skill 43+, mencari telur Nobel juga sangat sulit ratenya di perkecil berburu Nobel 20 ekor tidak dapat satupun telur, sudah membuang banyak sekali segel, dan durability equipmen, sangat membuat bosan.",1
Bagus sih games keren.,5
Terimah Kasih Untuk Kerja Keras nyaa Tim Dev.. Smoga Makin Maju Lagi Game Ini Kedepannya😇😇,5
Setelah update terbaru makin banyak bug dan glitch eror ! Big update bukanya malah membuat player nyaman malah makin kesini membuat player ingin pergi !!,1
"We mind kontil bug""nya benerin dlu ama jaringan biar yg main pada nyaman",5
"Astaga dev coba klian mikir dah. Update bergiga"" tapi setelah update Bug di mana"". Awalnya ini game bagus banget,tapi makin lama makin gajelas ini game. Dari pada kalian update tampilan dan akhirnya bug di mana mending klian update yg harus di update dulu seperti Quest ato event baru. Kalian sadar gak sih ini playernya makin kesini makin dikit. Bukannya brusaha buat ngekeep mereka. Eh malah di kasih updatean hal yg membagongkan kek beginian. Gimna ga pada pensi tiba"". Dah gua jadiin BINTANG 1.",1
Game nya bagus tapi banyak cheater .!,1
"Why always not change to significant after update, and now after update my pet its so bug in dragon horse leg, whyyyy :""",1
Gemennya bagus tapi sayang 18g itu besar buat hp saya saya masih perlu aplikasi lain,1
Ok,5
"Game seru, tapi updatetannya ngeri klo trus update ini hp bisa ngeblank gak kuat memorynya jadi gak bisa main. Tolong updatetannya dikondisikan gak semua hp kuat nampung",3
Monster nya banyak dan keren keren,5
"Menurut saya gak usah di update dulu mending perbaikin bug"" yg ada😁",5
Perbaiki bug nya makin update nih makin parah.. Maaf gw turunin ratenya,3
Bug bug bug,1
every update make me stress... 3gb bro 🤣 like a new download.,3
Saya memberikan bintang 5 tolong beri item special untuk kami.,5
"Fix pensi rame"" , apa""an chimeraland update size ga ngotak, mana jd ngelag parah di in game, update kok malah tambah banyak bug, game broken .",1
"Perasaan baru 2 mingguan update 3gb lebih sekarang update lagi 3gb , kalo sekali update ukuran nya besar mengganggu kenyamanan bermain apalagi interval update nya terlalu dekat, dan lagi gak ada informasi kapan update besar akan berakhir, seenggaknya kalau update interval nya dekat ya dibawah 1gb lah, dan size nya udah terlalu besar hampir 15gb , dah terimakasih atas gamenya, sebenernya sayang mau uninstall karena gamenya bagus ,cuman ukuran nya terlalu besar untuk device saya",3
"Why when I select character, the game is all black no visual Edit : ( I add more star, because I enjoy the game) Keep updating the game, okay",5
12GB permainan lag mulu,3
"candu bgt, tapi semakin update semakin gak ramah sama hp menengah, setiap update jadi semakin banyak bug, semakin berat klo mau login, mana kompensasinya update gak sebanding sama ukuran updatenya, sungguh sangat disayangkan banyak pemain yg pensiun dini karena update yg meresahkan, semoga ada redeem code ""sorryplayer"" dengan kompensasi yg menggiurkan untuk memancing kembali player yg memutuskan untuk pensiun dini karena beratnya setiap update",3
okay,5
Developer ganti aja gajelas habis update malah makin rusak nih game,1
"Setelah update jadi banyak bug, server delay, dan saya tidak bisa login/loading saat ingin masuk game lama sekali, internet saya bagus, saya juga sudah mendownload semua resource game nya, tapi tetap tidak bisa login. Tolong di perbaiki.",1
"Nice,very much bug",3
Bagus gamenya survival sandbox,5
"your data is corrupted by the old data which makes the error happen. i cannot upadate and i cannot login. Everytime after mantainance there is always happens, Are u serious making game?",1
Yang ngasih bintang 1 pasti HP nya kentang,5
"KOSTUM TEROSSS, TOP UP + BUG TEROOOSS...!!!",1
Good,5
"Game paling buruk yang penah ku download, masak abis update download lagi 2 gb sama keg instal baru, game ngabisin kuota ini mah",1
Turunin ya soalnya gamenya banyak bug Tolong fix dong bug disconnetnya,3
EVERY UPDATE APP+DATA SIZE INCREASE... REALLY?? NOW ITS 10.37GB.. N THAN I NEED TO UPDATE MORE 1.77GB N 2.GB IN GAME?? ITS A MOBILE GAME NOT PC,1
Tingkatkan ke stabilan jaringan agar fps lancar,5
MANTAP PISAN BORR👍👍👍,5
Like this,5
Broken game too many bug uninstal thanks,1
"Hey, why i can't join, even with the newest server. Help meeee",5
Please merge one server with another. So that I can meet new people on other servers,5
"Masih ng download belum main, ini cuma garis awal, kalau bagus saya diemin rate-nya",5
Bagus tapi banyak masalah bug yang terkait login facebook,5
"Aneh bgt download udh lma bgt, wifi bgus, bisa ke ulang trus bkin mles mainin lg why tolong perbaiki.",3
please make more pet type c and type b.and guid for evolution pill more pet.,5
Seru gamenya grafis oke lah,5
Nice,5
Game tolol server beranak,1
Tolong server di gabung aja servernya kebanyakan jadinya kami player lama susah nyari ruby jualan juga udah pada sepi event nya dikit login ga ada hadiah yang menarik lama lama bikin bosen awal awal sih rame lama kelamaan membosankan.,1
Gak adil!! Orang lain sekali dig dapet 1set sekaligus backwear. Tapi aku gak dapet!! Hoki macam apa!! Game taik!!,1
"saya pribadi tidak keberatan dgn ukurannya, asal bug segera di fix, dan jgn update di dlm game karena sangat mengganggu, update sblm login saja walau hrs menunggu.🙏",5
"game banyak bug,, chat world kadang ga keluar, tidak bisa chat dengan teman, terlalu banyak waktu mencari material !!!",1
🤔,5
Mantul,5
Update nya terlalu besar untuk Porsi Mobile..,3
👍👍,5
Makin update makin buruk,3
"harus nya developer membuat server game ini berkapasitas besar.  banyak game openworld yang lain yang bisa menampung banyak pemain dalam 1 server. jika anda membuka server baru, pemain nya hanyalah pemain dari server lama yang pindah ke server baru. alhasil server lama ditinggalkan, hanya beberapa saja yang bertahan. coba anda sesekali login ke game dan lihat betapa banyak nya bangunan yang sudah hijau, yang ditinggal oleh pemain nya ke server baru.",3
"Game yang bagus, tapi tolong percepat merge server dong, semakin hari banyak yang berhenti main di serverku.",5
"Rate tame susah, 13x lawan noble terus menerus gak dapet dapet telur, bug di mana mana dan sering bgt noblenya masuk tanah.",1
The best lah 🤗🤗🤗,5
"Sya kasih bintang 1 dlu, karna sya lihat yg banyak di respon bintang 1. Kritik dan saran. Hapus Sistem Request di Auc. Sistem Request di Auc menghancurkan harga pasar. 1 hal yg harus di ketahui Dev. Harga jual di game semakin rendah Semakin rendah juga Player yg bermain di game. Semoga didengad kritik dan saran sya. Nanti sya kasih 5Star kalo sudah di hapus Sistem Request di Auc",3
Cuan broooo 🗿,5
Good,5
Woee developer!! Kenapa downloadnya ga di lobby aja sih... udah nunggunya lama banget lagi... Ahhh!!,1
Bagus qo,5
"Minusnya server nambah terus yg membuat server lama jadi sepi ,bisa di usahakan penambahan slot pemain di dalam satu server, dari pada penambahan server baru. lama kelamaan org mulai malas main,, kalau untuk game play sangat menarik",5
Grafik game nya sangat keren,5
Kok gak keluar karakternya setelah update,1
"Lama2 ga bisa nampung sedangkan leveling sudah tinggi,,, uninstal ajalah",1
Event perminggu please,5
"Setelah update hari ini, FPS kmbli membaik dan terasa lebih smooth. Thanks",5
Good game,5
"Begitu update langsung gw uninstall wkwkwkwk, males nunggu nya kelamaan",3
"sedikit berkomentar, setelah update kenapa loading teleportnya lama yah ?tidak seperti sebelum sebelumnya",3
Terimakasih telah menghadirkan game petualangan seru,5
Terimakasih chimeraland sejak main game ini aku jadi ketemu sama player ceqe suaranya kawaii banget di 106,5
"Sebentar lagi gk ada yg main game ini, sekali update version langsung 4gb,, wkwkw assssuuuuuu",1
Nice,5
Game yg selama ini sya cari👍. Tapi tolong tambahkan fitur tambah air biar saya biasa membuat kolam renang di wilayah yang tidak ada air 🙂 thanks,5
"tolong untung menaikkan rate chance dapet illus map, sudah 2 bulan ga dapet illus map. susah dapat illus beast soul ditambah dengan susah dapat illus map.",3
Ini mau update apa download ulang 4 GB game paling gini gini aja sekali update kek download ulang pantes banyak yg pensi,1
Ha is update jd g bisa log in sih?,3
UPDATE ULANG TERUS,5
"sebuah planet mirip bumi bisa bangun rumah dimana aja dan bebas pindah, mau apa aja bisa, lengkap. berburu hewan buas bisa jadi pet lalu di evo dan di gabung. ada lelang dan transaksi antar pemain. daratan banyak benua luas, berbagai iklim dari gunung berapi, padang pasir, gunung bersalju, lempeng es kutub, sungai danau air terjun lembah hijau pohon sakura, lautan super dalam bisa nyelam naik pet, langit tak terbatas bisa terbang naik pet menembus atmosfer planet keluar angkasa. ada benua u/ pvp",5
Game nya bagus . Saran lebih baik di sediakan memancing itomatis supaya player bisa santai memancing tanpa harus tarik ulur pancingan,5
"Its, another universe...!!! 👍♥️",5
Seru sih game nya tapi upload nya ga ngotak ampe 1.5gb 😭,1
Saya sangat menyukai game ini,5
"Tolong di perbaiki,game nya sudah bagus saya tidak bisa login lewat Facebook, saya coba install dari tap tap, bisa, tapi setelah login kembali mintak update,saya update dari play store malah tidak bisa login, Uda 3 kali download 😞😭",3
"SANGAT MENGONTOL SEKALI,TETAPI SAYA SANGAT SUKA🥰",5
👌,5
Knapa stuck di 100% ni anj,1
Ok lah mirip epep,5
Mantap,5
Game paling bagus untuk SEKARANG ini,5
Sangat bagus game nya sangat memberi kebebasan pada player dan open worldnya mantep bgt,5
"Abis ini gua pensi aja, lama2 makin g muat HP gua",1
Sangat memuaskan Tolong di tambahkan fitur pvp clan..,5
"Bosenin. gameplay nya bikin cepat bosen, dan di dalam game terlalu banyak player toxic dan rasist. sistem report tidak bekerja dengan baik. bisa saya bilang ini game terburuk mmorpg",3
Saya suka game nih,5
Dan gk di sangka semua ulasan di balas sama developer,5
Game nya bagus tapi bisa buat offline dong,5
Morpg teniat di mobile,5
Best game wow but my phone isn't strong to play this game with long game play. But thanks to dev with this game for 1 yr make me happy,5
Game nya Manarik tapi gak ada TT nya,1
"Sebelum d donwload Saya kasi 5 dahulu ,, sekedar menghargai usaha mim",5
Tolong dipercepat loadingnya dan kasih aku map ilus lah.. Masa mulai dulu ga pernah dapet 1x aja..,5
Developer nih game Chimeraland nya kenapa kok gak dapat di masuki plis lah di proses.,1
"Game nya bagus, tapi akhir2 ini sering disconnect sendiri, alhasil harus login ulang, dan pakai FB ga masuk-masuk. Tolong segera diperbaiki. Bug sangat menggangu sekali",3
Udah ok.....kalo bisa d percepat gabungin server soalnya udah banyak server sepi,5
"Game mmorpg keren yang pernah gua mainin karakter nya bebas pilih dan monster"" nya juga bisa dijadiin peliharaan, rumah juga bebas desain saran pengembang untuk corisnya semoga bisa dikirim antar player...",5
SANGAT KEREN,5
bang tolong dong giganya terkecil bisa main hp kentang,1
Sangat puas,5
Game nya seru banget,5
Login susah amat harus ada parent 😒,1
Kangen game nya hehe main lagi ahh,5
Suka sekali,5
game GILA ajg,1
"""Cheating is part of the game feature"" Kinda game. Also its so laggy since last update. Gg dev",1
Mantap,5
Games ga jelas mau masuk aja susah ..ampas jangan donlowad sia sia,1
"Gamenya bagus, tapi sayang saya gak bisa login menggunakan Facebook",5
geme ini seru kalian harus wajib coba kalo gak nyesel,5
Sebenarnya gamenya bagus. Cuman saya saja yang jahat,1
War clan pleaseeeeee,5
"Nah gini kan enak udah lancar lagi.. saran untuk adanya event kedepan, tolong jangan ada lag lagi untuk open resource dll..",5
game yg epic dan grafik y sangat bagus,5
"there is a world info bug if you have defeated some noble monsters, it is not registered to world info.After the update it's still a world info bug..",5
👍,5
sory saya kasi bintang 1 habis di update kenapa saya tidak bisa login lagi pake akun facebook sebelum di update bisa login pake facebook tolong laa kalau update itu dibenarin sebenar-benarnya cuma itu doang yang bermesala,1
Aku belum sempet main tapi kelihatannya bagus grafiknya tapi kenapa aku pas lagi download ngulang terus yah padahal ruang penyimpanan data ku itu 11 GB yah tolong jelasin😀,5
"Baguss bnget saking handphone ku kentang,aowkow",5
"Yang lain sudah bagus , tpi bug nya segera di hilangkan ya",5
Keren,5
"𝕊𝔼𝕄𝕆𝔾𝔸 𝔸𝔻𝔸 𝔹𝔼ℝ𝔹𝔸ℍ𝔸𝕊𝔸 𝕀ℕ𝔻𝕆ℕ𝔼𝕊𝕀𝔸 𝔸𝔾𝔸ℝ 𝔾𝔸𝕄𝔼 ℙ𝕃𝔸𝕐 𝕀ℕ𝕀 𝕃𝔼𝔹𝕀ℍ 𝕄𝔼ℕ𝔸ℝ𝕀𝕂 𝕃𝔸𝔾𝕀 ℙ𝕃𝔸𝕐𝔼ℝ"" 𝕐𝔸ℕ𝔾 𝕃𝔸𝕀ℕ ℕ𝕐𝔸",5
